name,brand,descrizione,image_url
OILTONER GIALLO,Marbec,"Pigmento oleo-solubile per i prodotti ONIX, PALLADIUM, TUSCANIA-OIL, ULTRATON, TIROIL, OLIO 41 , OLIO TECNO, CAREZZA PLUS, ROYAL WAX, OIL-WET.",/images/marbec_products/OILTONERGIALLO.webp
OILTONER NOCE,Marbec,"Pigmento oleo-solubile per i prodotti ONIX, PALLADIUM, TUSCANIA-OIL, ULTRATON, TIROIL, OLIO 41 , OLIO TECNO, CAREZZA PLUS, ROYAL WAX, OIL-WET.",/images/marbec_products/OILTONERNOCE.webp
OILTONER CASTAGNO,Marbec,"Pigmento oleo-solubile per i prodotti ONIX, PALLADIUM, TUSCANIA-OIL, ULTRATON, TIROIL, OLIO 41 , OLIO TECNO, CAREZZA PLUS, ROYAL WAX, OIL-WET.",/images/marbec_products/OILTONERCASTAGNO.webp
OILTONER NERO,Marbec,"Pigmento oleo-solubile per i prodotti ONIX, PALLADIUM, TUSCANIA-OIL, ULTRATON, TIROIL, OLIO 41 , OLIO TECNO, CAREZZA PLUS, ROYAL WAX, OIL-WET.",/images/marbec_products/OILTONERNERO.webp
LITOFLON,Marbec,"Protettivo idrorepellente e antimacchia per pietre naturali non lucidate, cemento e micro-cemento. Resiste all'alcalinità del cemento senza degradarsi nel tempo.",/images/marbec_products/LITOFLON.webp
FONDO COLARIN2,Marbec,Fondo per il trattamento ad effetto grigio delle superfici in legno grezzo.,/images/marbec_products/FONDOCOLARIN2.webp
FONDO BIANCO40,Marbec,Fondo pigmentato bianco a base di ossido di titanio e inibitori del tannino per il trattamento delle superfici in legno grezzo.,/images/marbec_products/FONDOBIANCO40.webp
IDROTONER NOCE GR250,Marbec,Pigmento noce per i prodotti in base acqua della linea MARBEC.,/images/marbec_products/IDROTONERNOCEGR250.webp
IDROTONER GIALLO GR250,Marbec,Pigmento giallo per i prodotti in base acqua della linea MARBEC.,/images/marbec_products/IDROTONERGIALLOGR250.webp
IDROTONER ROSSO GR250,Marbec,Pigmento rosso per i prodotti in base acqua della linea MARBEC.,/images/marbec_products/IDROTONERROSSOGR250.webp
IDROTONER CASTAGNO GR250,Marbec,Pigmento castagno per i prodotti in base acqua della linea MARBEC.,/images/marbec_products/IDROTONERCASTAGNOGR250.webp
HYDROIL INTERNO,Marbec,"Impregnante oleo-ceroso in base acqua a rapida essiccazione per la protezione ed il trattamento di pavimenti, rivestimenti, mobili ed arredi in legno, collocati all'interno. Resistente alle macchie, allo sporco e all'usura da calpestio.",/images/marbec_products/HYDROILINTERNO.webp
BIOCARE OPACO,Marbec,"Cera di manutenzione e protezione specifica per parquet o legni oliati. Protegge, ravviva e conserva nel tempo la superficie e il trattamento iniziale.",/images/marbec_products/BIOCAREOPACO.webp
OLIO ZERO,Marbec,"Olio impregnante trasparente per pavimenti in legno collocati all’interno, con effetto ultra naturale. Resistente alle macchie e al calpestio. Non ingiallisce nel tempo.",/images/marbec_products/OLIOZERO.webp
BIOTOP OPACO,Marbec,Cera di finitura e protezione specifica per legni oliati. Protegge e conserva nel tempo la superficie e il trattamento iniziale.,/images/marbec_products/BIOTOPOPACO.webp
LIGNOLIFE,Marbec,"Finitore per il rinnovo dei parquet verniciati lucidi. Conferisce alla superficie un nuovo tono, una finitura lucida, lucentezza e resistenza ai lavaggi e al calpestio.",/images/marbec_products/LIGNOLIFE.webp
SMACCHIO LIQUIDO,Marbec,"Smacchiatore per la  rimozione di macchie di origine organica colorate di: caffè, vino, frutta, sangue, urina, tannino, cartone, fiori, foglie, alghe e muffe dai pavimenti sporchi in materiale lapideo e in legno.",/images/marbec_products/SMACCHIOLIQUIDO.webp
ANTISPORCO,Marbec,"Protettivo per il trattamento antimacchia del gres porcellanato. Riduce drasticamente l’assorbimento dello sporco, facilitando e velocizzando la pulizia ordinaria.",/images/marbec_products/ANTISPORCO.webp
OIL WET,Marbec,"Protettivo impregnante concentrato per materiali lapidei ad un marcato effetto bagnato, duraturo nel tempo, resistente alle sostanze macchianti, agli agenti atmosferici ed ai raggi UV. Per interno ed esterno.",/images/marbec_products/OILWET.webp
BARRIER,Marbec,Cera di finitura per legno esterno. Protegge dai raggi U.V. e dagli agenti atmosferici e aumenta la resistenza idrorepellente ed antimacchia dei materiali trattati impregnanti a olio e non.,/images/marbec_products/BARRIER.webp
WET OUT,Marbec,Impregnante oleo-ceroso per il trattamento effetto bagnato di superfici in cotto e materiali lapidei assorbenti collocati all'esterno. Protegge e risalta le caratteristiche del materiale senza creare film superficiali.,/images/marbec_products/WETOUT.webp
RE-BLOCK,Marbec,"Protettivo consolidante per pietre, terrecotte e intonaci collocati sia in interno che in esterno. Penetra nel materiale decoeso consolidandolo e aumentando la resistenza meccanica.",/images/marbec_products/RE-BLOCK.webp
ANTISTAIN,Marbec,"Protettivo antimacchia universale per cotto, klinker, pietra, marmi, graniti, ceramica e agglomerati cementizi collocati in interno ed esterno. Non altera l’aspetto del materiale.",/images/marbec_products/ANTISTAIN.webp
TRAVE-L,Marbec,"Cera fluida per travi, soffitti, solai e rivestimenti in legno interni non calpestabili. Forma una finitura setosa non appiccicosa, con ottima resistenza all'invecchiamento e allo sporco.",/images/marbec_products/TRAVE-L.webp
OLIO TECNO,Marbec,Impregnante a rapida essiccazione per pavimenti in legno interno. Ideale per il trattamento impregnante naturale o a effetto pigmentato e per il ripristino di superfici impregnate a olio. Di facile applicazione anche nelle stagioni umide.,/images/marbec_products/OLIOTECNO.webp
TIROIL,Marbec,"Impregnante oleo-ceroso per pavimenti, rivestimenti, porte e arredi in legno interni. Dona all'essenza lignea un aspetto setoso cerato. Di facile applicazione, conservazione e manutenzione nel tempo.",/images/marbec_products/TIROIL.webp
DECO2,Marbec,Decapante bi-componente per la decolorazione delle superfici lignee grezze. Stabile nell'applicazione e di facile utilizzo.,/images/marbec_products/DECO2.webp
BIOTOP,Marbec,Cera di finitura e protezione specifica per legni oliati. Protegge e conserva nel tempo la superficie e il trattamento iniziale.,/images/marbec_products/BIOTOP.webp
OX FIVE PLUS,Marbec,"Fondo invecchiante forte specifico per larice, olmo, rovere e castagno grezzi e non trattati. Compatibile con le successive finiture a vernice, a cera e a olio.",/images/marbec_products/OXFIVEPLUS.webp
OX FIVE,Marbec,"Fondo invecchiante specifico per rovere e castagno ricchi di tannino. Compatibile con le successive finiture a vernice, a cera e a olio.",/images/marbec_products/OXFIVE.webp
AGRUMOIL,Marbec,Diluente sgrassante specifico per la pulizia straordinaria delle superfici lignee trattate a olio o grezze. Sgrassa e rimuove le macchie di olio e resine e non lascia né aloni né macchie sul legno.,/images/marbec_products/AGRUMOIL.webp
DILUOIL,Marbec,"Diluente per gli impregnanti oleo-cerosi Marbec: TIROIL, TUSCANIA OIL, OLIO41, FLUOIL, OLIO TECNO, OIL WET.",/images/marbec_products/DILUOIL.webp
SOLVOSILL,Marbec,"Smacchiatore per togliere macchie di olio, di cera di candela, silicone, colle e vernici dalle superfici in materiale lapideo e legno grezzo.",/images/marbec_products/SOLVOSILL.webp
IDROTONER BIANCO GR250,Marbec,Pigmento bianco per i prodotti in base acqua della linea MARBEC.,/images/marbec_products/IDROTONERBIANCOGR250.webp
OILTONER BIANCO,Marbec,"Pigmento oleo-solubile per i prodotti ONIX, PALLADIUM, TUSCANIA-OIL, ULTRATON, TIROIL, OLIO 41 , OLIO TECNO, CAREZZA PLUS, ROYAL WAX, OIL-WET.",/images/marbec_products/OILTONERBIANCO.webp
ROYAL WAX,Marbec,Cera protettiva in pasta per la finitura cerosa dei pavimenti e rivestimenti in cotto fatto a mano collocati in interno. Esalta le caratteristiche estetiche del cotto fatto a mano e lo rende più facile da pulire.,/images/marbec_products/ROYALWAX.webp
ONIX,Marbec,Cera protettiva in crema fluida per la finitura setosa specifica di pietre assorbenti lavorate e materiali lapidei a superficie ruvida interni.,/images/marbec_products/ONIX.webp
KW-SPECIAL,Marbec,"Polvere lucidante per granito, gres porcellanato e materiali ceramici lucidi. Ridona lucentezza alle superfici corrose ed usurate, senza creare film. Inoltre, mantiene il naturale aspetto del materiale.",/images/marbec_products/KW-SPECIAL.webp
KW-P,Marbec,"Polvere cristallizzante per marmo chiaro, travertino, botticino e pietre calcaree pure. Ridona lucentezza alle superfici corrose ed usurate, senza creare film. Inoltre, mantiene il naturale aspetto del materiale.",/images/marbec_products/KW-P.webp
KW-STAR,Marbec,"Polvere lucidante per marmo, graniglie e agglomerati cementizi. Ridona lucentezza alle superfici corrose ed usurate, senza creare film. Inoltre, mantiene il naturale aspetto del materiale.",/images/marbec_products/KW-STAR.webp
PRIMAMANO NEUTRA,Marbec,"Primer di fondo per il trattamento di superfici in cotto, pietra e materiali lapidei assorbenti collocate all’interno. Ha ottime capacità di aggancio sui protettivi idrorepellenti e sulle finiture, non altera il naturale aspetto del materiale e riduce lo spolverio.",/images/marbec_products/PRIMAMANONEUTRA.webp
PRIMAMANO RAVVIVANTE,Marbec,"Primer di fondo per il trattamento di superfici in cotto, pietra e materiali lapidei assorbenti collocate all’interno. Ha ottime capacità di aggancio sui protettivi idrorepellenti e sulle finiture, esalta il colore senza alterare il naturale aspetto del materiale.",/images/marbec_products/PRIMAMANORAVVIVANTE.webp
IDROFIN LUCIDO,Marbec,"Cera di finitura lucida specifica per il completamento dei trattamenti di cotto, pietra e agglomerati cementizi collocati all’interno. Protegge nel tempo il trattamento di fondo del materiale e le sue caratteristiche estetiche iniziali.",/images/marbec_products/IDROFINLUCIDO.webp
IDROFIN MATT,Marbec,"Cera di finitura opaca specifica per il completamento dei trattamenti di  cotto, pietra e agglomerati cementizi collocati all’interno. Protegge nel tempo il trattamento di fondo del materiale e le sue caratteristiche estetiche iniziali.",/images/marbec_products/IDROFINMATT.webp
POLIFIN,Marbec,"Cera metallizzata lucida e autolucidante per pietre, marmo, cotto e materiali lapidei. Ha ottima capacità protettiva e resistenza al calpestio e conferisce una finitura molto brillante.",/images/marbec_products/POLIFIN.webp
KW-L,Marbec,"Cristallizzante liquido per la lucidatura periodica di superfici in marmo, travertino, pietre calcaree e agglomerati cementizi. Rinnova e conserva nel tempo la brillantezza del materiale.",/images/marbec_products/KW-L.webp
EXCEL PLUS,Marbec,"Protettivo professionale per il trattamento antimacchia dei materiali lapidei assorbenti. Non crea film, è traspirante e non altera l’aspetto del materiale.",/images/marbec_products/EXCELPLUS.webp
GUARD,Marbec,"Protettivo antimacchia traspirante per marmi, graniti, agglomerati cementizi levigati e lucidi interni ed esterni. Non altera l’aspetto del materiale.",/images/marbec_products/GUARD.webp
ACQUABLOCK,Marbec,"Protettivo anti-infiltrazioni per pavimenti e rivestimenti in materiale lapideo. Riduce drasticamente la capacità d'assorbimento dell'acqua, elimina le infiltrazioni e aggrega i materiali. Non altera l’aspetto delle superfici.",/images/marbec_products/ACQUABLOCK.webp
SILIDUR,Marbec,"Protettivo silicato indurente antispolvero per superfici in cemento, agglomerato cementizio e pietre calcaree nuove o già in uso, collocate all’interno e all’esterno.",/images/marbec_products/SILIDUR.webp
BRIGHTSTONE,Marbec,"Protettivo antimacchia per il trattamento effetto bagnato specifico per superfici in marmo, granito, pietre, cemento e graniglia a basso assorbimento.",/images/marbec_products/BRIGHTSTONE.webp
ULTRATON,Marbec,Protettivo antimacchia per il trattamento effetto tonalizzato specifico per superfici in pietra a medio-alto assorbimento.,/images/marbec_products/ULTRATON.webp
TUSCANIA OIL,Marbec,Impregnante oleo-ceroso per il trattamento effetto bagnato di superfici in cotto e materiali lapidei assorbenti collocati all'interno. Protegge e risalta le caratteristiche del materiale senza creare film superficiali.,/images/marbec_products/TUSCANIAOIL.webp
PALLADIUM,Marbec,Impregnante oleo-ceroso per il trattamento effetto tonalizzato di superfici in cotto e materiali lapidei assorbenti collocati all'interno. Protegge e risalta le caratteristiche del materiale senza creare film superficiali.,/images/marbec_products/PALLADIUM.webp
LUXOR,Marbec,"Cera di finitura e manutenzione a bassa filmazione specifica per pietre e materiali lapidei lucidi e compatti. Non sbianca né ingiallisce nel tempo, non altera l'aspetto del materiale, protegge e facilita la manutenzione ordinaria.",/images/marbec_products/LUXOR.webp
BRIGHTSTONE NERO,Marbec,"Protettivo impregnante antimacchia nero, specifico per il recupero del colore di materiali lapidei neri, come ardesia nera, pietre, basalto, granito, marmo, agglomerati cementizi corrosi e sbiancati.",/images/marbec_products/BRIGHTSTONENERO.webp
TIXO,Marbec,"Smacchiatore specifico per togliere macchie di olio e grasso alimentare dalle superfici in materiale lapideo, come cotto, pietra e cemento.",/images/marbec_products/TIXO.webp
DESOLF4,Marbec,Smacchiatore concentrato in polvere per materiali lapidei. Rimuove macchie scure e croste nere dovute ai vasi e all'umidità di risalita persistente. Elmina anche macchie dovute all'ossidazione delle leghe di rame.,/images/marbec_products/DESOLF4.webp
MICRONET,Marbec,"Detersivo concentrato specifico per la rimozione dello sporco ostinato da calpestio dai materiali lapidei microporosi, pietre, travertini, gres porcellanato e ceramica.",/images/marbec_products/MICRONET.webp
POWER DET,Marbec,"Detersivo disincrostante smacchiante specifico per i tutti di pavimenti in gres porcellanato. Rimuove aloni, macchie, sporco ostinato e di cantiere , riportando il gres porcellanato uniforme e al suo aspetto originale.",/images/marbec_products/POWERDET.webp
IDROWIP,Marbec,"Protettivo idrorepellente per cotto, pietra assorbente, intonaci, cemento e agglomerati cementizi interni ed esterni. Aumenta sensibilmente l’isolamento termico delle pareti, riducendo la dispersione termica, lasciando comunque inalterato l’aspetto del materiale.",/images/marbec_products/IDROWIP.webp
SILOX 6,Marbec,"Protettivo anti-umidità di risalita, traspirante per materiali lapidei: cotto, pietra, marmi, graniti, intonaci, cemento e agglomerati cementizi collocati in interno ed esterno. Non altera l’aspetto del materiale.",/images/marbec_products/SILOX6.webp
TON25,Marbec,"Protettivo per il trattamento idrorepellente, antimacchia con effetto tonalizzante dei materiali lapidei assorbenti. Non crea film, è traspirante e non altera l’aspetto del materiale.",/images/marbec_products/TON25.webp
ACTIV3,Marbec,"Protettivo per il trattamento idrorepellente e antimacchia dei materiali lapidei poco assorbenti. Non crea film, è traspirante e non altera l’aspetto del materiale.",/images/marbec_products/ACTIV3.webp
GRIPPER,Marbec,"Prodotto specifico per il trattamento antiscivolo delle superfici in gres porcellanato, ceramica , granito e materiali contenti silicati. Crea sul materiale una microcorrosione che aumenta la microporosità del materiale riducendo drasticamente la scivolosità della superficie.",/images/marbec_products/GRIPPER.webp
PULITORE FC,Marbec,"Pulitore concentrato in gel per la pulizia di facciate e superfici verticali da inquinamento atmosferico, nerofumo e incrostazioni biologiche. Ridona alle superfici un nuovo aspetto pulito e disinquinato.",/images/marbec_products/PULITOREFC.webp
STRIP RESIL,Marbec,"Detersivo decerante concentrato per la pulizia profonda e non aggressiva dei pavimenti resilienti come il linoleum, gomma e pvc. Pulisce e rimuove le cere metallizzate senza rovinare i materiali.",/images/marbec_products/STRIPRESIL.webp
METAL-STRIP,Marbec,"Detersivo decerante rapido per rimuovere vecchi strati di cera metallizzata o polimeri vari. Non contiene soda caustica. Poco schiumoso, inodore.",/images/marbec_products/METAL-STRIP.webp
ACIDO HP,Marbec4,"Detersivo acido tamponato specifico per granito, scisto, quarzite, beola, porfido e pietre contenenti minerali ferrosi. Rimuove boiacche cementizie, efflorescenze, incrostazioni calcaree. Inoltre, elimina le macchie di ruggine, inibendone la formazione.",/images/marbec_products/ACIDOHP.webp
VIACEM,Marbec,"Detergente acido tamponato forte. Specifico per rimuovere boiacche cementizie, efflorescenze ed incrostazioni calcaree su cotto e terracotta.",/images/marbec_products/VIACEM.webp
SOLVALL,Marbec,Pulitore sfilmante a lenta evaporazione specifico per rimuovere resine e vernici dai materiali lapidei. Non lascia odori sgradevoli negli ambienti.,/images/marbec_products/SOLVALL.webp
NOEPOX,Marbec,"Pulitore addensato specifico per la rimozione di boiacche epossidiche dai materiali di difficile rimozione come gres porcellanato, ceramiche, graniti e quarziti e materiali lapidei in genere.",/images/marbec_products/NOEPOX.webp
REFLEX,Marbec,Protettivo che conferisce alla superficie del gommone trattato maggior idrorepellenza e protezione anti-sporco e ne facilita la pulizia.,/images/marbec_products/REFLEX.webp
DELUXE TEAK,Marbec,"Detergente per la pulizia straordinaria del teak in ambiente marino. Rimuove patine d’invecchiamento, incrostazioni biologiche di origine marina e salsedine, senza dover carteggiare. Rinnova la superficie in legno.",/images/marbec_products/DELUXETEAK.webp
VELA BIANCA,Marbec,"Detergente specifico per pulire le vele in nylon, kevlar, acricili, dacron ed altri materiali velici. Elimina rapidamente muffe, smog salsedine, escrementi ecc. riportandole al colore e alla brillantezza originaria, senza danneggiare i tessuti.",/images/marbec_products/VELABIANCA.webp
REAL GLASS,Marbec,"Detergente per la pulizia ordinaria di vetri, specchi, plexiglass, marmo lucido e rivestimenti ceramici, acciaio inossidabile, laminati plastici e superfici smaltate in ambiente marino.",/images/marbec_products/REALGLASS.webp
KING TEAK,Marbec,Protettivo ed impregnante oleo ceroso ravvivante specifico per legno esposto in ambiente marino.,/images/marbec_products/KINGTEAK.webp
LUXORY METAL,Marbec,"Crema lucidante per superfici in acciaio inox in ambienti marino. Perfetta per bitte, corrimano, manopole, ecc. Elimina la ruggine e ridona brillantezza.",/images/marbec_products/LUXORYMETAL.webp
SPEED90,Marbec,"Detergente nautico specifico per la disincrostazione e la rimozione delle patine di ruggine da superfici in gelcoat, acciaio inox e superfici cromate.",/images/marbec_products/SPEED90.webp
POWERFUL,Marbec,"Detergente nautico sgrassante forte per la pulizia e la rimozione dello sporco lubrificante. Ideale per la pulizia delle sentine, motori, coperte, scafi, parabordi, ecc.",/images/marbec_products/POWERFUL.webp
UNIVERSAL,Marbec,"Detergente nautico disincrostante che rimuove consistenti residui di calcare, salsedine, aloni di ruggine ed escrementi di uccelli. Lascia le superfici brillanti.",/images/marbec_products/UNIVERSAL.webp
DIAMOND BOAT,Marbec,"Detergente nautico sgrassante per la pulizia di gelcoat, gommoni, plastiche, skai, parabordi, pvc, alluminio e altri metalli.",/images/marbec_products/DIAMONDBOAT.webp
